product_id,current_stock,reorder_level,last_updated
47,367,76,2025-12-20 07:23:56.708186
48,83,26,2025-12-20 07:23:56.708186
49,227,52,2025-12-20 07:23:56.708186
50,278,30,2025-12-20 07:23:56.708186
51,223,61,2025-12-20 07:23:56.708186
52,136,23,2025-12-20 07:23:56.708186
53,108,75,2025-12-20 07:23:56.708186
54,217,54,2025-12-20 07:23:56.708186
55,205,54,2025-12-20 07:23:56.708186
56,278,69,2025-12-20 07:23:56.708186
57,102,51,2025-12-20 07:23:56.708186
58,169,54,2025-12-20 07:23:56.708186
59,82,74,2025-12-20 07:23:56.708186
60,246,34,2025-12-20 07:23:56.708186
61,371,65,2025-12-20 07:23:56.708186
62,12,25,2025-12-20 07:23:56.708186
63,153,61,2025-12-20 07:23:56.708186
64,342,43,2025-12-20 07:23:56.708186
65,173,64,2025-12-20 07:23:56.708186
66,260,56,2025-12-20 07:23:56.708186
67,161,21,2025-12-20 07:23:56.708186
68,350,25,2025-12-20 07:23:56.708186
69,377,31,2025-12-20 07:23:56.708186
70,13,65,2025-12-20 07:23:56.708186
71,191,75,2025-12-20 07:23:56.708186
72,270,71,2025-12-20 07:23:56.708186
73,157,41,2025-12-20 07:23:56.708186
74,146,60,2025-12-20 07:23:56.708186
75,230,42,2025-12-20 07:23:56.708186
76,347,62,2025-12-20 07:23:56.708186
77,328,47,2025-12-20 07:23:56.708186
78,369,61,2025-12-20 07:23:56.708186
79,25,43,2025-12-20 07:23:56.708186
80,121,33,2025-12-20 07:23:56.708186
81,301,53,2025-12-20 07:23:56.708186
82,228,71,2025-12-20 07:23:56.708186
83,57,71,2025-12-20 07:23:56.708186
84,45,28,2025-12-20 07:23:56.708186
85,43,41,2025-12-20 07:23:56.708186
86,317,28,2025-12-20 07:23:56.708186
87,73,51,2025-12-20 07:23:56.708186
88,271,48,2025-12-20 07:23:56.708186
89,231,45,2025-12-20 07:23:56.708186
90,85,51,2025-12-20 07:23:56.708186
91,113,41,2025-12-20 07:23:56.708186
92,105,33,2025-12-20 07:23:56.708186
93,275,49,2025-12-20 07:23:56.708186
94,328,57,2025-12-20 07:23:56.708186
95,85,50,2025-12-20 07:23:56.708186
96,77,61,2025-12-20 07:23:56.708186
97,98,53,2025-12-20 07:23:56.708186
98,101,27,2025-12-20 07:23:56.708186
99,38,20,2025-12-20 07:23:56.708186
100,16,28,2025-12-20 07:23:56.708186
101,92,34,2025-12-20 07:23:56.708186
102,40,57,2025-12-20 07:23:56.708186
103,228,36,2025-12-20 07:23:56.708186
104,313,78,2025-12-20 07:23:56.708186
105,119,42,2025-12-20 07:23:56.708186
106,257,40,2025-12-20 07:23:56.708186
107,191,59,2025-12-20 07:23:56.708186
108,50,69,2025-12-20 07:23:56.708186
109,27,74,2025-12-20 07:23:56.708186
110,248,44,2025-12-20 07:23:56.708186
111,186,41,2025-12-20 07:23:56.708186
112,5,52,2025-12-20 07:23:56.708186
113,388,40,2025-12-20 07:23:56.708186
114,71,41,2025-12-20 07:23:56.708186
115,185,72,2025-12-20 07:23:56.708186
116,349,75,2025-12-20 07:23:56.708186
117,219,40,2025-12-20 07:23:56.708186
118,139,28,2025-12-20 07:23:56.708186
119,67,35,2025-12-20 07:23:56.708186
120,87,35,2025-12-20 07:23:56.708186
121,168,27,2025-12-20 07:23:56.708186
122,80,72,2025-12-20 07:23:56.708186
123,293,23,2025-12-20 07:23:56.708186
124,349,56,2025-12-20 07:23:56.708186
125,375,37,2025-12-20 07:23:56.708186
126,99,56,2025-12-20 07:23:56.708186
127,171,72,2025-12-20 07:23:56.708186
128,63,63,2025-12-20 07:23:56.708186
129,162,76,2025-12-20 07:23:56.708186
130,101,75,2025-12-20 07:23:56.708186
131,292,58,2025-12-20 07:23:56.708186
132,139,24,2025-12-20 07:23:56.708186
133,268,52,2025-12-20 07:23:56.708186
134,206,77,2025-12-20 07:23:56.708186
135,206,38,2025-12-20 07:23:56.708186
136,354,66,2025-12-20 07:23:56.708186
137,112,75,2025-12-20 07:23:56.708186
138,65,39,2025-12-20 07:23:56.708186
139,37,32,2025-12-20 07:23:56.708186
140,365,59,2025-12-20 07:23:56.708186
141,211,41,2025-12-20 07:23:56.708186
142,265,48,2025-12-20 07:23:56.708186
143,270,56,2025-12-20 07:23:56.708186
144,62,42,2025-12-20 07:23:56.708186
145,44,55,2025-12-20 07:23:56.708186
146,162,70,2025-12-20 07:23:56.708186
147,98,61,2025-12-20 07:23:56.708186
148,52,39,2025-12-20 07:23:56.708186
149,25,22,2025-12-20 07:23:56.708186
150,298,66,2025-12-20 07:23:56.708186
151,380,52,2025-12-20 07:23:56.708186
152,201,47,2025-12-20 07:23:56.708186
153,307,59,2025-12-20 07:23:56.708186
154,227,44,2025-12-20 07:23:56.708186
155,8,34,2025-12-20 07:23:56.708186
156,203,70,2025-12-20 07:23:56.708186
157,331,29,2025-12-20 07:23:56.708186
158,392,56,2025-12-20 07:23:56.708186
159,113,35,2025-12-20 07:23:56.708186
160,148,69,2025-12-20 07:23:56.708186
161,250,20,2025-12-20 07:23:56.708186
162,373,20,2025-12-20 07:23:56.708186
163,281,56,2025-12-20 07:23:56.708186
164,155,23,2025-12-20 07:23:56.708186
165,364,39,2025-12-20 07:23:56.708186
166,77,47,2025-12-20 07:23:56.708186
167,306,37,2025-12-20 07:23:56.708186
168,297,22,2025-12-20 07:23:56.708186
169,232,47,2025-12-20 07:23:56.708186
170,363,35,2025-12-20 07:23:56.708186
171,224,39,2025-12-20 07:23:56.708186
172,229,29,2025-12-20 07:23:56.708186
173,363,38,2025-12-20 07:23:56.708186
174,251,60,2025-12-20 07:23:56.708186
175,211,67,2025-12-20 07:23:56.708186
176,162,72,2025-12-20 07:23:56.708186
177,114,39,2025-12-20 07:23:56.708186
178,163,56,2025-12-20 07:23:56.708186
179,290,46,2025-12-20 07:23:56.708186
180,348,38,2025-12-20 07:23:56.708186
181,179,23,2025-12-20 07:23:56.708186
182,135,68,2025-12-20 07:23:56.708186
183,42,33,2025-12-20 07:23:56.708186
184,196,49,2025-12-20 07:23:56.708186
185,97,77,2025-12-20 07:23:56.708186
186,88,48,2025-12-20 07:23:56.708186
187,128,31,2025-12-20 07:23:56.708186
188,147,47,2025-12-20 07:23:56.708186
189,126,26,2025-12-20 07:23:56.708186
190,81,67,2025-12-20 07:23:56.708186
191,322,23,2025-12-20 07:23:56.708186
192,126,73,2025-12-20 07:23:56.708186
193,369,61,2025-12-20 07:23:56.708186
194,395,64,2025-12-20 07:23:56.708186
195,200,60,2025-12-20 07:23:56.708186
196,361,27,2025-12-20 07:23:56.708186
197,24,50,2025-12-20 07:23:56.708186
198,376,60,2025-12-20 07:23:56.708186
199,343,53,2025-12-20 07:23:56.708186
200,275,55,2025-12-20 07:23:56.708186
201,272,35,2025-12-20 07:23:56.708186
202,85,50,2025-12-20 07:23:56.708186
203,333,52,2025-12-20 07:23:56.708186
204,272,66,2025-12-20 07:23:56.708186
205,159,40,2025-12-20 07:23:56.708186
206,289,49,2025-12-20 07:23:56.708186
207,113,22,2025-12-20 07:23:56.708186
208,135,39,2025-12-20 07:23:56.708186
209,398,21,2025-12-20 07:23:56.708186
210,201,53,2025-12-20 07:23:56.708186
211,131,53,2025-12-20 07:23:56.708186
212,256,62,2025-12-20 07:23:56.708186
213,50,79,2025-12-20 07:23:56.708186
214,333,33,2025-12-20 07:23:56.708186
215,66,48,2025-12-20 07:23:56.708186
216,287,24,2025-12-20 07:23:56.708186
217,85,41,2025-12-20 07:23:56.708186
218,146,47,2025-12-20 07:23:56.708186
219,248,52,2025-12-20 07:23:56.708186
220,269,70,2025-12-20 07:23:56.708186
221,376,64,2025-12-20 07:23:56.708186
222,284,32,2025-12-20 07:23:56.708186
223,365,42,2025-12-20 07:23:56.708186
224,123,75,2025-12-20 07:23:56.708186
225,341,54,2025-12-20 07:23:56.708186
226,144,60,2025-12-20 07:23:56.708186
227,199,22,2025-12-20 07:23:56.708186
228,310,79,2025-12-20 07:23:56.708186
229,0,26,2025-12-20 07:23:56.708186
230,356,78,2025-12-20 07:23:56.708186
231,163,33,2025-12-20 07:23:56.708186
232,301,22,2025-12-20 07:23:56.708186
233,114,59,2025-12-20 07:23:56.708186
234,373,45,2025-12-20 07:23:56.708186
235,396,36,2025-12-20 07:23:56.708186
236,119,78,2025-12-20 07:23:56.708186
237,281,46,2025-12-20 07:23:56.708186
238,292,54,2025-12-20 07:23:56.708186
239,88,44,2025-12-20 07:23:56.708186
240,384,34,2025-12-20 07:23:56.708186
241,84,42,2025-12-20 07:23:56.708186
242,155,73,2025-12-20 07:23:56.708186
243,265,32,2025-12-20 07:23:56.708186
244,181,40,2025-12-20 07:23:56.708186
245,53,69,2025-12-20 07:23:56.708186
246,78,27,2025-12-20 07:23:56.708186
247,203,36,2025-12-20 07:23:56.708186
248,293,73,2025-12-20 07:23:56.708186
249,85,68,2025-12-20 07:23:56.708186
250,96,77,2025-12-20 07:23:56.708186
251,48,48,2025-12-20 07:23:56.708186
252,271,39,2025-12-20 07:23:56.708186
253,338,33,2025-12-20 07:23:56.708186
254,397,41,2025-12-20 07:23:56.708186
255,364,50,2025-12-20 07:23:56.708186
256,17,70,2025-12-20 07:23:56.708186
257,396,21,2025-12-20 07:23:56.708186
258,262,77,2025-12-20 07:23:56.708186
259,116,54,2025-12-20 07:23:56.708186
260,182,23,2025-12-20 07:23:56.708186
261,293,59,2025-12-20 07:23:56.708186
262,76,53,2025-12-20 07:23:56.708186
263,151,66,2025-12-20 07:23:56.708186
264,289,70,2025-12-20 07:23:56.708186
265,176,38,2025-12-20 07:23:56.708186
266,35,62,2025-12-20 07:23:56.708186
267,187,61,2025-12-20 07:23:56.708186
268,125,42,2025-12-20 07:23:56.708186
269,177,63,2025-12-20 07:23:56.708186
270,112,30,2025-12-20 07:23:56.708186
271,315,75,2025-12-20 07:23:56.708186
272,260,56,2025-12-20 07:23:56.708186
273,359,59,2025-12-20 07:23:56.708186
274,200,21,2025-12-20 07:23:56.708186
275,113,50,2025-12-20 07:23:56.708186
276,62,24,2025-12-20 07:23:56.708186
277,215,22,2025-12-20 07:23:56.708186
278,6,49,2025-12-20 07:23:56.708186
279,225,25,2025-12-20 07:23:56.708186
280,97,39,2025-12-20 07:23:56.708186
281,189,32,2025-12-20 07:23:56.708186
282,256,65,2025-12-20 07:23:56.708186
283,49,58,2025-12-20 07:23:56.708186
284,345,57,2025-12-20 07:23:56.708186
285,25,49,2025-12-20 07:23:56.708186
286,134,79,2025-12-20 07:23:56.708186
287,1,49,2025-12-20 07:23:56.708186
288,22,55,2025-12-20 07:23:56.708186
289,363,67,2025-12-20 07:23:56.708186
290,205,70,2025-12-20 07:23:56.708186
291,133,70,2025-12-20 07:23:56.708186
292,363,56,2025-12-20 07:23:56.708186
293,291,32,2025-12-20 07:23:56.708186
294,188,52,2025-12-20 07:23:56.708186
295,209,79,2025-12-20 07:23:56.708186
296,103,32,2025-12-20 07:23:56.708186
297,91,41,2025-12-20 07:23:56.708186
298,239,29,2025-12-20 07:23:56.708186
299,393,75,2025-12-20 07:23:56.708186
300,71,61,2025-12-20 07:23:56.708186
301,143,26,2025-12-20 07:23:56.708186
302,346,29,2025-12-20 07:23:56.708186
303,170,33,2025-12-20 07:23:56.708186
304,255,68,2025-12-20 07:23:56.708186
305,141,55,2025-12-20 07:23:56.708186
306,295,28,2025-12-20 07:23:56.708186
307,197,20,2025-12-20 07:23:56.708186
308,349,22,2025-12-20 07:23:56.708186
309,193,61,2025-12-20 07:23:56.708186
310,220,45,2025-12-20 07:23:56.708186
311,194,53,2025-12-20 07:23:56.708186
312,133,41,2025-12-20 07:23:56.708186
313,250,48,2025-12-20 07:23:56.708186
314,228,41,2025-12-20 07:23:56.708186
315,7,77,2025-12-20 07:23:56.708186
316,2,75,2025-12-20 07:23:56.708186
317,246,60,2025-12-20 07:23:56.708186
318,74,65,2025-12-20 07:23:56.708186
319,137,47,2025-12-20 07:23:56.708186
320,199,22,2025-12-20 07:23:56.708186
321,28,26,2025-12-20 07:23:56.708186
322,150,72,2025-12-20 07:23:56.708186
323,161,47,2025-12-20 07:23:56.708186
324,33,62,2025-12-20 07:23:56.708186
325,183,47,2025-12-20 07:23:56.708186
326,221,34,2025-12-20 07:23:56.708186
327,314,62,2025-12-20 07:23:56.708186
328,373,28,2025-12-20 07:23:56.708186
329,322,39,2025-12-20 07:23:56.708186
330,338,30,2025-12-20 07:23:56.708186
331,382,53,2025-12-20 07:23:56.708186
332,346,28,2025-12-20 07:23:56.708186
333,254,59,2025-12-20 07:23:56.708186
334,117,78,2025-12-20 07:23:56.708186
335,322,21,2025-12-20 07:23:56.708186
336,358,27,2025-12-20 07:23:56.708186
337,144,79,2025-12-20 07:23:56.708186
338,337,62,2025-12-20 07:23:56.708186
339,261,74,2025-12-20 07:23:56.708186
340,276,55,2025-12-20 07:23:56.708186
341,261,24,2025-12-20 07:23:56.708186
342,181,78,2025-12-20 07:23:56.708186
343,149,58,2025-12-20 07:23:56.708186
344,142,65,2025-12-20 07:23:56.708186
345,56,34,2025-12-20 07:23:56.708186
346,358,38,2025-12-20 07:23:56.708186
347,194,60,2025-12-20 07:23:56.708186
348,153,53,2025-12-20 07:23:56.708186
349,5,57,2025-12-20 07:23:56.708186
350,215,31,2025-12-20 07:23:56.708186
351,35,37,2025-12-20 07:23:56.708186
352,347,68,2025-12-20 07:23:56.708186
353,123,57,2025-12-20 07:23:56.708186
354,176,30,2025-12-20 07:23:56.708186
355,292,40,2025-12-20 07:23:56.708186
356,25,71,2025-12-20 07:23:56.708186
357,389,43,2025-12-20 07:23:56.708186
358,58,28,2025-12-20 07:23:56.708186
359,142,72,2025-12-20 07:23:56.708186
360,241,34,2025-12-20 07:23:56.708186
361,201,39,2025-12-20 07:23:56.708186
362,52,34,2025-12-20 07:23:56.708186
363,181,67,2025-12-20 07:23:56.708186
364,315,65,2025-12-20 07:23:56.708186
365,240,53,2025-12-20 07:23:56.708186
366,267,27,2025-12-20 07:23:56.708186
367,378,47,2025-12-20 07:23:56.708186
368,311,77,2025-12-20 07:23:56.708186
369,197,77,2025-12-20 07:23:56.708186
370,293,47,2025-12-20 07:23:56.708186
371,225,50,2025-12-20 07:23:56.708186
372,344,23,2025-12-20 07:23:56.708186
373,242,35,2025-12-20 07:23:56.708186
374,377,63,2025-12-20 07:23:56.708186
375,307,61,2025-12-20 07:23:56.708186
376,297,40,2025-12-20 07:23:56.708186
377,197,24,2025-12-20 07:23:56.708186
378,272,72,2025-12-20 07:23:56.708186
379,87,58,2025-12-20 07:23:56.708186
380,368,23,2025-12-20 07:23:56.708186
381,382,34,2025-12-20 07:23:56.708186
382,59,33,2025-12-20 07:23:56.708186
383,2,42,2025-12-20 07:23:56.708186
384,315,65,2025-12-20 07:23:56.708186
385,63,46,2025-12-20 07:23:56.708186
386,4,34,2025-12-20 07:23:56.708186
387,245,74,2025-12-20 07:23:56.708186
388,307,78,2025-12-20 07:23:56.708186
389,395,36,2025-12-20 07:23:56.708186
390,385,74,2025-12-20 07:23:56.708186
391,162,38,2025-12-20 07:23:56.708186
392,27,67,2025-12-20 07:23:56.708186
393,270,22,2025-12-20 07:23:56.708186
394,197,51,2025-12-20 07:23:56.708186
395,371,76,2025-12-20 07:23:56.708186
396,384,79,2025-12-20 07:23:56.708186
397,238,29,2025-12-20 07:23:56.708186
398,251,73,2025-12-20 07:23:56.708186
399,324,34,2025-12-20 07:23:56.708186
400,30,34,2025-12-20 07:23:56.708186
401,134,53,2025-12-20 07:23:56.708186
402,99,51,2025-12-20 07:23:56.708186
403,367,46,2025-12-20 07:23:56.708186
404,9,65,2025-12-20 07:23:56.708186
405,181,68,2025-12-20 07:23:56.708186
406,20,26,2025-12-20 07:23:56.708186
407,163,22,2025-12-20 07:23:56.708186
408,124,22,2025-12-20 07:23:56.708186
409,203,64,2025-12-20 07:23:56.708186
410,218,51,2025-12-20 07:23:56.708186
411,23,67,2025-12-20 07:23:56.708186
412,310,76,2025-12-20 07:23:56.708186
413,103,28,2025-12-20 07:23:56.708186
414,365,56,2025-12-20 07:23:56.708186
415,158,62,2025-12-20 07:23:56.708186
416,10,22,2025-12-20 07:23:56.708186
417,46,54,2025-12-20 07:23:56.708186
418,246,36,2025-12-20 07:23:56.708186
419,165,31,2025-12-20 07:23:56.708186
420,111,54,2025-12-20 07:23:56.708186
421,81,47,2025-12-20 07:23:56.708186
422,239,46,2025-12-20 07:23:56.708186
423,316,79,2025-12-20 07:23:56.708186
424,382,70,2025-12-20 07:23:56.708186
425,60,64,2025-12-20 07:23:56.708186
426,39,56,2025-12-20 07:23:56.708186
427,322,25,2025-12-20 07:23:56.708186
428,88,62,2025-12-20 07:23:56.708186
429,254,67,2025-12-20 07:23:56.708186
430,284,54,2025-12-20 07:23:56.708186
431,289,49,2025-12-20 07:23:56.708186
432,378,31,2025-12-20 07:23:56.708186
433,165,70,2025-12-20 07:23:56.708186
434,245,46,2025-12-20 07:23:56.708186
435,29,55,2025-12-20 07:23:56.708186
436,249,24,2025-12-20 07:23:56.708186
437,27,25,2025-12-20 07:23:56.708186
438,366,46,2025-12-20 07:23:56.708186
439,398,41,2025-12-20 07:23:56.708186
440,217,33,2025-12-20 07:23:56.708186
441,303,23,2025-12-20 07:23:56.708186
442,90,61,2025-12-20 07:23:56.708186
443,4,20,2025-12-20 07:23:56.708186
444,57,52,2025-12-20 07:23:56.708186
445,385,73,2025-12-20 07:23:56.708186
446,139,51,2025-12-20 07:23:56.708186
447,127,25,2025-12-20 07:23:56.708186
448,124,58,2025-12-20 07:23:56.708186
449,97,23,2025-12-20 07:23:56.708186
450,112,75,2025-12-20 07:23:56.708186
451,264,39,2025-12-20 07:23:56.708186
452,26,69,2025-12-20 07:23:56.708186
453,88,46,2025-12-20 07:23:56.708186
454,311,64,2025-12-20 07:23:56.708186
455,87,20,2025-12-20 07:23:56.708186
456,125,77,2025-12-20 07:23:56.708186
457,220,64,2025-12-20 07:23:56.708186
458,398,25,2025-12-20 07:23:56.708186
459,22,41,2025-12-20 07:23:56.708186
460,321,61,2025-12-20 07:23:56.708186
461,383,64,2025-12-20 07:23:56.708186
462,242,30,2025-12-20 07:23:56.708186
463,257,27,2025-12-20 07:23:56.708186
464,44,33,2025-12-20 07:23:56.708186
465,146,79,2025-12-20 07:23:56.708186
466,195,74,2025-12-20 07:23:56.708186
467,276,56,2025-12-20 07:23:56.708186
468,169,35,2025-12-20 07:23:56.708186
469,101,22,2025-12-20 07:23:56.708186
470,251,22,2025-12-20 07:23:56.708186
471,276,52,2025-12-20 07:23:56.708186
472,355,55,2025-12-20 07:23:56.708186
473,50,79,2025-12-20 07:23:56.708186
474,315,53,2025-12-20 07:23:56.708186
475,201,37,2025-12-20 07:23:56.708186
476,128,26,2025-12-20 07:23:56.708186
477,249,26,2025-12-20 07:23:56.708186
478,128,79,2025-12-20 07:23:56.708186
479,188,23,2025-12-20 07:23:56.708186
480,375,57,2025-12-20 07:23:56.708186
481,9,47,2025-12-20 07:23:56.708186
482,42,45,2025-12-20 07:23:56.708186
483,125,54,2025-12-20 07:23:56.708186
484,342,47,2025-12-20 07:23:56.708186
485,266,24,2025-12-20 07:23:56.708186
486,206,70,2025-12-20 07:23:56.708186
487,76,70,2025-12-20 07:23:56.708186
488,19,38,2025-12-20 07:23:56.708186
489,91,34,2025-12-20 07:23:56.708186
490,190,64,2025-12-20 07:23:56.708186
491,238,49,2025-12-20 07:23:56.708186
492,332,67,2025-12-20 07:23:56.708186
493,119,29,2025-12-20 07:23:56.708186
494,389,55,2025-12-20 07:23:56.708186
495,208,50,2025-12-20 07:23:56.708186
496,334,74,2025-12-20 07:23:56.708186
497,58,21,2025-12-20 07:23:56.708186
498,250,77,2025-12-20 07:23:56.708186
499,117,68,2025-12-20 07:23:56.708186
500,233,67,2025-12-20 07:23:56.708186
501,43,42,2025-12-20 07:23:56.708186
502,320,54,2025-12-20 07:23:56.708186
503,8,45,2025-12-20 07:23:56.708186
504,391,75,2025-12-20 07:23:56.708186
505,377,73,2025-12-20 07:23:56.708186
506,115,23,2025-12-20 07:23:56.708186
507,309,70,2025-12-20 07:23:56.708186
508,351,38,2025-12-20 07:23:56.708186
509,179,70,2025-12-20 07:23:56.708186
510,187,76,2025-12-20 07:23:56.708186
511,389,28,2025-12-20 07:23:56.708186
512,19,30,2025-12-20 07:23:56.708186
513,322,50,2025-12-20 07:23:56.708186
514,182,76,2025-12-20 07:23:56.708186
515,322,32,2025-12-20 07:23:56.708186
516,250,77,2025-12-20 07:23:56.708186
517,68,58,2025-12-20 07:23:56.708186
518,159,63,2025-12-20 07:23:56.708186
519,29,74,2025-12-20 07:23:56.708186
520,277,74,2025-12-20 07:23:56.708186
521,355,29,2025-12-20 07:23:56.708186
522,24,61,2025-12-20 07:23:56.708186
523,233,33,2025-12-20 07:23:56.708186
524,274,35,2025-12-20 07:23:56.708186
525,65,58,2025-12-20 07:23:56.708186
526,383,20,2025-12-20 07:23:56.708186
527,326,60,2025-12-20 07:23:56.708186
528,376,64,2025-12-20 07:23:56.708186
529,276,43,2025-12-20 07:23:56.708186
530,34,45,2025-12-20 07:23:56.708186
531,148,54,2025-12-20 07:23:56.708186
532,343,60,2025-12-20 07:23:56.708186
533,369,67,2025-12-20 07:23:56.708186
534,59,47,2025-12-20 07:23:56.708186
535,174,65,2025-12-20 07:23:56.708186
536,347,33,2025-12-20 07:23:56.708186
537,371,69,2025-12-20 07:23:56.708186
538,208,41,2025-12-20 07:23:56.708186
539,105,20,2025-12-20 07:23:56.708186
540,275,51,2025-12-20 07:23:56.708186
541,269,41,2025-12-20 07:23:56.708186
542,364,39,2025-12-20 07:23:56.708186
543,237,35,2025-12-20 07:23:56.708186
544,306,57,2025-12-20 07:23:56.708186
545,322,43,2025-12-20 07:23:56.708186
546,306,54,2025-12-20 07:23:56.708186
547,167,67,2025-12-20 07:23:56.708186
548,234,62,2025-12-20 07:23:56.708186
549,49,21,2025-12-20 07:23:56.708186
550,40,31,2025-12-20 07:23:56.708186
551,195,54,2025-12-20 07:23:56.708186
552,94,25,2025-12-20 07:23:56.708186
553,70,54,2025-12-20 07:23:56.708186
554,209,27,2025-12-20 07:23:56.708186
555,72,33,2025-12-20 07:23:56.708186
556,140,71,2025-12-20 07:23:56.708186
557,206,65,2025-12-20 07:23:56.708186
558,64,75,2025-12-20 07:23:56.708186
559,323,64,2025-12-20 07:23:56.708186
560,247,21,2025-12-20 07:23:56.708186
561,147,34,2025-12-20 07:23:56.708186
562,206,41,2025-12-20 07:23:56.708186
563,70,65,2025-12-20 07:23:56.708186
564,40,40,2025-12-20 07:23:56.708186
565,372,68,2025-12-20 07:23:56.708186
566,352,74,2025-12-20 07:23:56.708186
567,171,74,2025-12-20 07:23:56.708186
568,318,29,2025-12-20 07:23:56.708186
569,150,45,2025-12-20 07:23:56.708186
570,17,54,2025-12-20 07:23:56.708186
571,147,41,2025-12-20 07:23:56.708186
572,95,56,2025-12-20 07:23:56.708186
573,177,74,2025-12-20 07:23:56.708186
574,330,67,2025-12-20 07:23:56.708186
575,387,60,2025-12-20 07:23:56.708186
576,66,62,2025-12-20 07:23:56.708186
577,307,78,2025-12-20 07:23:56.708186
578,155,66,2025-12-20 07:23:56.708186
579,354,42,2025-12-20 07:23:56.708186
580,273,44,2025-12-20 07:23:56.708186
581,219,41,2025-12-20 07:23:56.708186
582,107,39,2025-12-20 07:23:56.708186
583,52,20,2025-12-20 07:23:56.708186
584,29,66,2025-12-20 07:23:56.708186
585,264,43,2025-12-20 07:23:56.708186
586,328,37,2025-12-20 07:23:56.708186
587,142,35,2025-12-20 07:23:56.708186
588,285,77,2025-12-20 07:23:56.708186
589,338,63,2025-12-20 07:23:56.708186
590,181,43,2025-12-20 07:23:56.708186
591,387,70,2025-12-20 07:23:56.708186
592,226,48,2025-12-20 07:23:56.708186
593,158,68,2025-12-20 07:23:56.708186
594,62,24,2025-12-20 07:23:56.708186
595,323,62,2025-12-20 07:23:56.708186
596,57,38,2025-12-20 07:23:56.708186
597,354,55,2025-12-20 07:23:56.708186
598,208,38,2025-12-20 07:23:56.708186
599,11,59,2025-12-20 07:23:56.708186
600,40,31,2025-12-20 07:23:56.708186
601,4,28,2025-12-20 07:23:56.708186
602,245,77,2025-12-20 07:23:56.708186
603,192,56,2025-12-20 07:23:56.708186
604,207,65,2025-12-20 07:23:56.708186
605,209,67,2025-12-20 07:23:56.708186
606,79,47,2025-12-20 07:23:56.708186
607,366,28,2025-12-20 07:23:56.708186
608,150,28,2025-12-20 07:23:56.708186
609,47,35,2025-12-20 07:23:56.708186
610,290,65,2025-12-20 07:23:56.708186
611,200,36,2025-12-20 07:23:56.708186
612,85,26,2025-12-20 07:23:56.708186
613,284,51,2025-12-20 07:23:56.708186
614,167,42,2025-12-20 07:23:56.708186
615,87,52,2025-12-20 07:23:56.708186
616,162,36,2025-12-20 07:23:56.708186
617,134,24,2025-12-20 07:23:56.708186
618,195,59,2025-12-20 07:23:56.708186
619,231,21,2025-12-20 07:23:56.708186
620,193,50,2025-12-20 07:23:56.708186
621,320,67,2025-12-20 07:23:56.708186
622,211,53,2025-12-20 07:23:56.708186
623,112,20,2025-12-20 07:23:56.708186
624,135,42,2025-12-20 07:23:56.708186
625,41,26,2025-12-20 07:23:56.708186
626,132,42,2025-12-20 07:23:56.708186
627,63,26,2025-12-20 07:23:56.708186
628,163,45,2025-12-20 07:23:56.708186
629,96,31,2025-12-20 07:23:56.708186
630,90,61,2025-12-20 07:23:56.708186
631,109,39,2025-12-20 07:23:56.708186
632,293,74,2025-12-20 07:23:56.708186
633,383,20,2025-12-20 07:23:56.708186
634,123,45,2025-12-20 07:23:56.708186
